distance,velocity,density,pressure,gamma,quality,void_fraction,speed_of_sound,enthalpy,total_enthalpy,mach_number,mass_flow,area,area_slope,perimeter,diameter,stress_wall,determinant_D,determinant_N1,determinant_N2,determinant_N3
0.06490975788443411,44.80310749751801,671.7968619167813,11334609.925477803,6.490975788443409e-08,,0.0,806.2855904964549,1452119.8070706315,1453123.4662913487,0.0555672928123785,15.04167540072322,0.0004997468947712434,-0.010534997461832833,0.07918872448808723,0.025206553878842602,2653.6834259189986,-20157702.10802465,583321755297920.2,-19098754114.134,855683533644.21
0.06705088738836698,46.92813969121396,671.6939676363363,11268181.307200396,6.705088738836697e-08,,0.0,805.7384682898036,1452022.3411448502,1453123.4662922893,0.058242396929142404,15.041675395720512,0.00047719010088185534,-0.010534997461832833,0.07737934114773955,0.02463060927371369,2925.115275651649,-21100877.99359296,701502180056062.4,-21937306913.113102,1029477003267.6055
0.06825084515324535,48.20979686232771,671.6295610522575,11226642.497247552,6.825084515324533e-08,,0.0,805.3958570778052,1451961.3740355705,1453123.466292324,0.05985851111433071,15.04167539556558,0.0004645485488745551,-0.010534997461832833,0.0763653045913782,0.024307831412872107,3095.3706217544536,-21668857.71051536,780919579421085.1,-23777470714.620487,1146307033051.7998
0.06929012919487193,49.31191823577955,671.5726916471978,11190005.071709458,6.929012919487192e-08,,0.0,805.0933028823051,1451907.633686775,1453123.4663268211,0.06124994216103715,15.021651353299292,0.0004535996941338957,-0.008637435471497978,0.07548704700473796,0.024028273340428598,3246.173515241446,-22156727.132857773,703621277087555.5,-20885388329.308315,1029898561617.3561
0.07035031794434823,50.22467900137935,671.5243103316742,11158911.574549226,7.035031794434822e-08,,0.0,804.836062089316,1451862.2072159194,1453123.466406315,0.062403614061475425,14.991890645549805,0.000444505865878819,-0.007582692572113763,0.07472715410672864,0.02378639191855138,3374.4601511107253,-22560364.534442663,667329469033199.0,-19406688789.493885,974694714931.9977
0.07135482831490168,51.10392945665786,671.4768243883742,11128415.67681732,7.135482831490168e-08,,0.0,804.5835399216342,1451817.660603357,1453123.4664063125,0.06351600165923771,14.991890645540662,0.0004368889725534121,-0.007582692572113763,0.07407267494777613,0.02357806473195554,3499.923507740525,-22948840.12202488,715004234103095.9,-20439584010.429375,1044543059392.4149
0.07369928218745128,53.2812002738339,671.3556087461016,11050648.919497494,7.369928218745127e-08,,0.0,803.9386641705509,1451704.0232556453,1453123.4664069554,0.06627520562007777,14.9918906430138,0.00041911169958836695,-0.007582692572113763,0.07254516836975657,0.023091844286961146,3820.7090880238384,-23909332.11239517,843994612972042.2,-23152581626.490295,1233597338497.317
0.07425901454819504,53.828800428913965,671.3243069391788,11030585.583467428,7.425901454819503e-08,,0.0,803.7720732193036,1451674.6965291458,1453123.4664069538,0.06697022977336904,14.99189064301352,0.00041486742117418355,-0.007582692572113763,0.0721804800843621,0.022975760400344672,3903.654960194464,-24150562.42157862,879001063912454.9,-23870508727.146214,1284920850410.2024
0.07458577757295852,54.15374189499173,671.2092203905979,11018585.84726239,9.89836098274606e-05,0.00035183802075718735,0.0001855306006958893,796.9840372115267,1451657.1525263316,1453123.4664069463,0.06794833944788137,14.989742435150006,0.0004123896776134681,-0.007582692572113763,0.07196758074962835,0.022907992437336967,3953.9527256815263,-24284707.123567473,899922955547374.1,-24297186556.984863,1315783569581.4211
0.0749144527242647,54.48463144845035,671.1874349877133,11006293.361690013,0.000250919412421172,0.0007447206144705859,0.00019016332422608,789.6048167075227,1451639.1788749096,1453123.4664069463,0.06900240512163947,14.989703270474198,0.0004098974349850204,-0.007582692572113763,0.07175343558706827,0.022839827915015657,4004.864341615226,-24427958.591649916,922059811213497.5,-24745671001.199184,1348258764444.9434
