distance,velocity,density,pressure,gamma,quality,void_fraction,speed_of_sound,enthalpy,entropy,total_enthalpy,mach_number,mass_flow,area,area_slope,perimeter,diameter,stress_wall,determinant_D,determinant_N1,determinant_N2,determinant_N3
0.06194520703837681,53.048843672308934,705.2265283455993,11024346.43852418,6.194520703837681e-08,,0.0,897.7162465817714,1372744.3999507132,3297.3646928584685,1374151.4898581977,0.059093108623468366,19.922357504130723,0.0005325202983550511,-0.01207686540695245,0.08178448900755293,0.026032811387593655,3876.220362333422,-26291417.080980778,1203226901480769.0,-31743631881.583267,1683962965277.4326
0.06267279126558951,53.84706962778624,705.1883810264886,10993817.415278476,6.267279126558951e-08,,0.0,897.5116211785283,1372701.7364432602,3297.3657773031473,1374151.4898970101,0.059995958110357725,19.87142542905038,0.000523313332422976,-0.010534997461832833,0.08107909596053514,0.025808277807082586,4000.8417736306646,-26681257.870641463,1118861752297414.8,-29029637763.21232,1563160925905.1064
0.06341110459268456,54.662555311727935,705.1487899745649,10962151.274764027,6.341110459268456e-08,,0.0,897.299235496735,1372657.4924204077,3297.3669212729915,1374151.4898970115,0.060918981259877415,19.871425429045566,0.0005155352033959923,-0.010534997461832833,0.08045517674801267,0.025609678153556675,4129.423409384314,-27079256.86291144,1187822143312285.2,-30363573885.714752,1659750536989.6206
0.06626627943234115,58.06362884910368,704.9771212382041,10825004.034317398,6.626627943234114e-08,,0.0,896.3779485111236,1372465.7974069377,3297.371801224334,1374151.489904501,0.06477583361521431,19.871425393996915,0.0004854559437071213,-0.010534997461832833,0.07804238210893771,0.024841661766607865,4688.1892621073985,-28736119.898394223,1510200356187855.8,-36364871984.62701,2111476430060.5508
0.06760966475112659,59.81504737594152,704.8845840150578,10751183.374511534,6.760966475112659e-08,,0.0,895.8810842149405,1372362.5699583034,3297.374382539718,1374151.4899045965,0.06676672655540815,19.871425393616565,0.00047130338278345317,-0.010534997461832833,0.07690714063427993,0.02448030318201843,4990.097600444941,-29587355.64506862,1699653613357531.5,-39740361850.574936,2377071626829.1987
0.06848174082199497,61.0098329245109,704.8198384300096,10699578.52792624,6.848174082199497e-08,,0.0,895.5333398985085,1372290.3900478564,3297.3761700440873,1374151.4899045948,0.06812681360520334,19.87142539358878,0.00046211606359032966,-0.010534997461832833,0.07617018384990666,0.024245722551862203,5201.581602656762,-30167248.994110063,1838705117888427.5,-42158160616.07813,2572062335591.622
0.0693708450431957,62.17230424233393,704.7554622965819,10648335.016024632,6.937084504319569e-08,,0.0,895.1875924074858,1372218.7923391704,3297.378089422602,1374151.490046571,0.0694517046143702,19.83778834902688,0.00045274935287667516,-0.008399137677813891,0.07541883725330033,0.024006561502211858,5412.613538766403,-30730806.620188102,1588474257744680.8,-35620703500.69039,2214621215370.8926
0.07029458527372737,63.165624063921676,704.6991420540271,10603614.381842943,7.029458527372736e-08,,0.0,894.8853017597472,1372156.5421112133,3297.380178023561,1374151.4901429056,0.07058516207575388,19.80499466668032,0.0004449284695863599,-0.007582692572113763,0.07476346619713943,0.023797950415917136,5596.924504708601,-31211820.334459577,1532666023761153.0,-33772607091.23965,2133267803183.779
0.07114632049964513,64.100923735454,704.6452591798211,10560858.538602037,7.114632049964512e-08,,0.0,894.5960430990484,1372097.0259310452,3297.382181577961,1374151.4901429145,0.07165348453073454,19.80499466667604,0.0004384700232153856,-0.007582692572113709,0.07420852622772751,0.02362130753741479,5772.629981326148,-31664296.88344342,1624801481539407.5,-35287181613.36465,2261940937437.402
0.07447730038807801,68.04191232037446,704.4092568154098,10373891.857879503,7.447730038807801e-08,,0.0,893.3284080130968,1371836.6392362798,3297.390815224925,1374151.4901523865,0.07616673970070022,19.804994634679478,0.00041321222675750534,-0.007582692572113763,0.07203825802564992,0.022930489713023174,6543.506404807601,-33566014.61640243,2059100818740296.5,-42162252895.520256,2868800314746.4443
0.07587114933003433,69.75206727989705,704.3021746869885,10289257.28656712,7.587114933003432e-08,,0.0,892.7529794761984,1371718.814795992,3297.3948528568685,1374151.4902409017,0.07813143039950694,19.780459346204825,0.00040264309873868455,-0.006436759594315524,0.07113010903089557,0.022641416909864993,6894.283930496454,-34388707.85600975,1937636030593002.2,-38589187623.29473,2691675611376.624
0.0772972415855194,71.35958376926422,704.198600264412,10207592.111564038,7.729724158551938e-08,,0.0,892.1965031625108,1371605.395196266,3297.399247814775,1374151.4902941273,0.07998191375590528,19.774862017852136,0.0003935192629587045,-0.006306324865270132,0.07030907691569631,0.022380074270722677,7232.705614142396,-35160534.681894474,2079404949568577.5,-40475928307.95856,2888345396730.5024
0.07899369765436055,73.36765456477285,704.0657720669674,10103001.06356862,7.899369765436053e-08,,0.0,891.4825336343202,1371460.0839260414,3297.404831253602,1374151.4902942092,0.08229847674712575,19.774862017613962,0.0003828208598689331,-0.006306324865270132,0.06934231897880191,0.022072345661862544,7666.894359534322,-36122649.648199454,2321233483152540.5,-43965532769.923,3225648021019.9116
0.08066074114884461,75.45444823023266,703.9236737305097,9991283.217303555,8.066074114884458e-08,,0.0,890.7183305694605,1371304.803427473,3297.4107320319645,1374151.4903063374,0.08471190682916852,19.774828217855895,0.0003723079420281814,-0.006202883351439216,0.06839232235994368,0.021769952346238793,8131.7843406240445,-37120020.7463059,2552485094594687.5,-47012601215.07557,3547309884551.4927
