distance,velocity,density,pressure,speed_of_sound,mass_flow,entropy,mach_number,quality,stable_fraction
0.0,1.315102167405369,785.7437687689684,6100000.0,358.26664711996517,0.031,1178.8875346197294,0.0036707356880056113,0.0,0.0
0.001807562744328438,1.4057818193572653,785.7430135715389,6099903.067233343,358.2644583686143,0.031000000000004413,1178.8875346197287,0.003923866257229658,0.0,0.0
0.0036150951917732895,1.509891026506951,785.7420844468156,6099783.811791909,358.26176550186057,0.031000000000012202,1178.887534619729,0.004214491112083546,0.0,0.0
0.005338333406357828,1.6245943294003438,785.7409839347114,6099642.560678258,358.25857586232536,0.0310000000000227,1178.8875346197274,0.0045346976705022595,0.0,0.0
0.006932248333500459,1.7473771012734236,785.7397166282775,6099479.904569892,358.2549027403899,0.031000000000034476,1178.8875346197283,0.004877468774069126,0.0,0.0
0.00840592865865851,1.878650715249468,785.7382595673503,6099292.897994304,358.2506795624055,0.031000000000047604,1178.8875346197285,0.005243955761770485,0.0,0.0
0.009769359644328512,2.0189818212253914,785.7365852641143,6099078.014885085,358.245826622108,0.031000000000062256,1178.8875346197283,0.005635744148821848,0.0,0.0
0.011031646712080482,2.1689812736631695,785.734662245702,6098831.218402969,358.2402526499137,0.031000000000078638,1178.8875346197278,0.006054543724830337,0.0,0.0
0.012201049866240828,2.3293022618215784,785.7324545383495,6098547.89495973,358.23385331344446,0.031000000000096953,1178.8875346197285,0.006502183532563867,0.0,0.0
0.013285070563287243,2.500643110595622,785.7299210274302,6098222.772384465,358.22650935691814,0.03100000000011745,1178.8875346197283,0.006980619929788927,0.0,0.0
0.014290530278999545,2.6837504704939272,785.7270147235165,6097849.826125295,358.2180844663625,0.031000000000140422,1178.887534619728,0.0074919457918823686,0.0,0.0
0.01522364015405101,2.8794227723606958,785.7236819223576,6097422.171961776,358.2084228249697,0.031000000000166193,1178.8875346197278,0.008038400520156554,0.0,0.0
0.016090062674658595,3.088513949993013,785.7198612433733,6096931.943290712,358.19734631319574,0.031000000000195118,1178.8875346197274,0.00862238087965208,0.0,0.0
0.016894966362743978,3.311937448410849,785.7154825287779,6096370.150741544,358.1846513007977,0.03100000000022763,1178.8875346197271,0.009246452734317576,0.0,0.0
